Percentage,GradePoints,Grade,,,,
23.32,0,F,,,,
23.33,0,F,,,,
23.34,0,F,,,,
23.35,0,F,,,,
23.36,0,F,,,,
23.37,0,F,,,,
23.38,0,F,,,,
23.39,0,F,,,,
23.4,0,F,,,,
23.41,0,F,,,,
23.42,0,F,,,,
23.43,0,F,,,,
23.44,0,F,,,,
23.45,0,F,,,,
23.46,0,F,,,,
23.47,0,F,,,,
23.48,0,F,,,,
23.49,0,F,,,,
23.5,0,F,,,,
23.51,0,F,,,,
23.52,0,F,,,,
23.53,0,F,,,,
23.54,0,F,,,,
23.55,0,F,,,,
23.56,0,F,,,,
23.57,0,F,,,,
23.58,0,F,,,,
23.59,0,F,,,,
23.6,0,F,,,,
23.61,0,F,,,,
23.62,0,F,,,,
23.63,0,F,,,,
23.64,0,F,,,,
23.65,0,F,,,,
23.66,0,F,,,,
23.67,0,F,,,,
23.68,0,F,,,,
23.69,0,F,,,,
23.7,0,F,,,,
23.71,0,F,,,,
23.72,0,F,,,,
23.73,0,F,,,,
23.74,0,F,,,,
23.75,0,F,,,,
23.76,0,F,,,,
23.77,0,F,,,,
23.78,0,F,,,,
23.79,0,F,,,,
23.8,0,F,,,,
23.81,0,F,,,,
23.82,0,F,,,,
23.83,0,F,,,,
23.84,0,F,,,,
23.85,0,F,,,,
23.86,0,F,,,,
23.87,0,F,,,,
23.88,0,F,,,,
23.89,0,F,,,,
23.9,0,F,,,,
23.91,0,F,,,,
23.92,0,F,,,,
23.93,0,F,,,,
23.94,0,F,,,,
23.95,0,F,,,,
23.96,0,F,,,,
23.97,0,F,,,,
23.98,0,F,,,,
23.99,0,F,,,,
24,0,F,,,,
24.01,0,F,,,,
24.02,0,F,,,,
24.03,0,F,,,,
24.04,0,F,,,,
24.05,0,F,,,,
24.06,0,F,,,,
24.07,0,F,,,,
24.08,0,F,,,,
24.09,0,F,,,,
24.1,0,F,,,,
24.11,0,F,,,,
24.12,0,F,,,,
24.13,0,F,,,,
24.14,0,F,,,,
24.15,0,F,,,,
24.16,0,F,,,,
24.17,0,F,,,,
24.18,0,F,,,,
24.19,0,F,,,,
24.2,0,F,,,,
24.21,0,F,,,,
24.22,0,F,,,,
24.23,0,F,,,,
24.24,0,F,,,,
24.25,0,F,,,,
24.26,0,F,,,,
24.27,0,F,,,,
24.28,0,F,,,,
24.29,0,F,,,,
24.3,0,F,,,,
24.31,0,F,,,,
24.32,0,F,,,,
24.33,0,F,,,,
24.34,0,F,,,,
24.35,0,F,,,,
24.36,0,F,,,,
24.37,0,F,,,,
24.38,0,F,,,,
24.39,0,F,,,,
24.4,0,F,,,,
24.41,0,F,,,,
24.42,0,F,,,,
24.43,0,F,,,,
24.44,0,F,,,,
24.45,0,F,,,,
24.46,0,F,,,,
24.47,0,F,,,,
24.48,0,F,,,,
24.49,0,F,,,,
24.5,0,F,,,,
24.51,0,F,,,,
24.52,0,F,,,,
24.53,0,F,,,,
24.54,0,F,,,,
24.55,0,F,,,,
24.56,0,F,,,,
24.57,0,F,,,,
24.58,0,F,,,,
24.59,0,F,,,,
24.6,0,F,,,,
24.61,0,F,,,,
24.62,0,F,,,,
24.63,0,F,,,,
24.64,0,F,,,,
24.65,0,F,,,,
24.66,0,F,,,,
24.67,0,F,,,,
24.68,0,F,,,,
24.69,0,F,,,,
24.7,0,F,,,,
24.71,0,F,,,,
24.72,0,F,,,,
24.73,0,F,,,,
24.74,0,F,,,,
24.75,0,F,,,,
24.76,0,F,,,,
24.77,0,F,,,,
24.78,0,F,,,,
24.79,0,F,,,,
24.8,0,F,,,,
24.81,0,F,,,,
24.82,0,F,,,,
24.83,0,F,,,,
24.84,0,F,,,,
24.85,0,F,,,,
24.86,0,F,,,,
24.87,0,F,,,,
24.88,0,F,,,,
24.89,0,F,,,,
24.9,0,F,,,,
24.91,0,F,,,,
24.92,0,F,,,,
24.93,0,F,,,,
24.94,0,F,,,,
24.95,0,F,,,,
24.96,0,F,,,,
24.97,0,F,,,,
24.98,0,F,,,,
24.99,0,F,,,,
25,0,F,,,,
25.01,0,F,,,,
25.02,0,F,,,,
25.03,0,F,,,,
25.04,0,F,,,,
25.05,0,F,,,,
25.06,0,F,,,,
25.07,0,F,,,,
25.08,0,F,,,,
25.09,0,F,,,,
25.1,0,F,,,,
25.11,0,F,,,,
25.12,0,F,,,,
25.13,0,F,,,,
25.14,0,F,,,,
25.15,0,F,,,,
25.16,0,F,,,,
25.17,0,F,,,,
25.18,0,F,,,,
25.19,0,F,,,,
25.2,0,F,,,,
25.21,0,F,,,,
25.22,0,F,,,,
25.23,0,F,,,,
25.24,0,F,,,,
25.25,0,F,,,,
25.26,0,F,,,,
25.27,0,F,,,,
25.28,0,F,,,,
25.29,0,F,,,,
25.3,0,F,,,,
25.31,0,F,,,,
25.32,0,F,,,,
25.33,0,F,,,,
25.34,0,F,,,,
25.35,0,F,,,,
25.36,0,F,,,,
25.37,0,F,,,,
25.38,0,F,,,,
25.39,0,F,,,,
25.4,0,F,,,,
25.41,0,F,,,,
25.42,0,F,,,,
25.43,0,F,,,,
25.44,0,F,,,,
25.45,0,F,,,,
25.46,0,F,,,,
25.47,0,F,,,,
25.48,0,F,,,,
25.49,0,F,,,,
25.5,0,F,,,,
25.51,0,F,,,,
25.52,0,F,,,,
25.53,0,F,,,,
25.54,0,F,,,,
25.55,0,F,,,,
25.56,0,F,,,,
25.57,0,F,,,,
25.58,0,F,,,,
25.59,0,F,,,,
25.6,0,F,,,,
25.61,0,F,,,,
25.62,0,F,,,,
25.63,0,F,,,,
25.64,0,F,,,,
25.65,0,F,,,,
25.66,0,F,,,,
25.67,0,F,,,,
25.68,0,F,,,,
25.69,0,F,,,,
25.7,0,F,,,,
25.71,0,F,,,,
25.72,0,F,,,,
25.73,0,F,,,,
25.74,0,F,,,,
25.75,0,F,,,,
25.76,0,F,,,,
25.77,0,F,,,,
25.78,0,F,,,,
25.79,0,F,,,,
25.8,0,F,,,,
25.81,0,F,,,,
25.82,0,F,,,,
25.83,0,F,,,,
25.84,0,F,,,,
25.85,0,F,,,,
25.86,0,F,,,,
25.87,0,F,,,,
25.88,0,F,,,,
25.89,0,F,,,,
25.9,0,F,,,,
25.91,0,F,,,,
25.92,0,F,,,,
25.93,0,F,,,,
25.94,0,F,,,,
25.95,0,F,,,,
25.96,0,F,,,,
25.97,0,F,,,,
25.98,0,F,,,,
25.99,0,F,,,,
26,0,F,,,,
26.01,0,F,,,,
26.02,0,F,,,,
26.03,0,F,,,,
26.04,0,F,,,,
26.05,0,F,,,,
26.06,0,F,,,,
26.07,0,F,,,,
26.08,0,F,,,,
26.09,0,F,,,,
26.1,0,F,,,,
26.11,0,F,,,,
26.12,0,F,,,,
26.13,0,F,,,,
26.14,0,F,,,,
26.15,0,F,,,,
26.16,0,F,,,,
26.17,0,F,,,,
26.18,0,F,,,,
26.19,0,F,,,,
26.2,0,F,,,,
26.21,0,F,,,,
26.22,0,F,,,,
26.23,0,F,,,,
26.24,0,F,,,,
26.25,0,F,,,,
26.26,0,F,,,,
26.27,0,F,,,,
26.28,0,F,,,,
26.29,0,F,,,,
26.3,0,F,,,,
26.31,0,F,,,,
26.32,0,F,,,,
26.33,0,F,,,,
26.34,0,F,,,,
26.35,0,F,,,,
26.36,0,F,,,,
26.37,0,F,,,,
26.38,0,F,,,,
26.39,0,F,,,,
26.4,0,F,,,,
26.41,0,F,,,,
26.42,0,F,,,,
26.43,0,F,,,,
26.44,0,F,,,,
26.45,0,F,,,,
26.46,0,F,,,,
26.47,0,F,,,,
26.48,0,F,,,,
26.49,0,F,,,,
26.5,0,F,,,,
26.51,0,F,,,,
26.52,0,F,,,,
26.53,0,F,,,,
26.54,0,F,,,,
26.55,0,F,,,,
26.56,0,F,,,,
26.57,0,F,,,,
26.58,0,F,,,,
26.59,0,F,,,,
26.6,0,F,,,,
26.61,0,F,,,,
26.62,0,F,,,,
26.63,0,F,,,,
26.64,0,F,,,,
26.65,0,F,,,,
26.66,0,F,,,,
26.67,0,F,,,,
26.68,0,F,,,,
26.69,0,F,,,,
26.7,0,F,,,,
26.71,0,F,,,,
26.72,0,F,,,,
26.73,0,F,,,,
26.74,0,F,,,,
26.75,0,F,,,,
26.76,0,F,,,,
26.77,0,F,,,,
26.78,0,F,,,,
26.79,0,F,,,,
26.8,0,F,,,,
26.81,0,F,,,,
26.82,0,F,,,,
26.83,0,F,,,,
26.84,0,F,,,,
26.85,0,F,,,,
26.86,0,F,,,,
26.87,0,F,,,,
26.88,0,F,,,,
26.89,0,F,,,,
26.9,0,F,,,,
26.91,0,F,,,,
26.92,0,F,,,,
26.93,0,F,,,,
26.94,0,F,,,,
26.95,0,F,,,,
26.96,0,F,,,,
26.97,0,F,,,,
26.98,0,F,,,,
26.99,0,F,,,,
27,0,F,,,,
27.01,0,F,,,,
27.02,0,F,,,,
27.03,0,F,,,,
27.04,0,F,,,,
27.05,0,F,,,,
27.06,0,F,,,,
27.07,0,F,,,,
27.08,0,F,,,,
27.09,0,F,,,,
27.1,0,F,,,,
27.11,0,F,,,,
27.12,0,F,,,,
27.13,0,F,,,,
27.14,0,F,,,,
27.15,0,F,,,,
27.16,0,F,,,,
27.17,0,F,,,,
27.18,0,F,,,,
27.19,0,F,,,,
27.2,0,F,,,,
27.21,0,F,,,,
27.22,0,F,,,,
27.23,0,F,,,,
27.24,0,F,,,,
27.25,0,F,,,,
27.26,0,F,,,,
27.27,0,F,,,,
27.28,0,F,,,,
27.29,0,F,,,,
27.3,0,F,,,,
27.31,0,F,,,,
27.32,0,F,,,,
27.33,0,F,,,,
27.34,0,F,,,,
27.35,0,F,,,,
27.36,0,F,,,,
27.37,0,F,,,,
27.38,0,F,,,,
27.39,0,F,,,,
27.4,0,F,,,,
27.41,0,F,,,,
27.42,0,F,,,,
27.43,0,F,,,,
27.44,0,F,,,,
27.45,0,F,,,,
27.46,0,F,,,,
27.47,0,F,,,,
27.48,0,F,,,,
27.49,0,F,,,,
27.5,0,F,,,,
27.51,0,F,,,,
27.52,0,F,,,,
27.53,0,F,,,,
27.54,0,F,,,,
27.55,0,F,,,,
27.56,0,F,,,,
27.57,0,F,,,,
27.58,0,F,,,,
27.59,0,F,,,,
27.6,0,F,,,,
27.61,0,F,,,,
27.62,0,F,,,,
27.63,0,F,,,,
27.64,0,F,,,,
27.65,0,F,,,,
27.66,0,F,,,,
27.67,0,F,,,,
27.68,0,F,,,,
27.69,0,F,,,,
27.7,0,F,,,,
27.71,0,F,,,,
27.72,0,F,,,,
27.73,0,F,,,,
27.74,0,F,,,,
27.75,0,F,,,,
27.76,0,F,,,,
27.77,0,F,,,,
27.78,0,F,,,,
27.79,0,F,,,,
27.8,0,F,,,,
27.81,0,F,,,,
27.82,0,F,,,,
27.83,0,F,,,,
27.84,0,F,,,,
27.85,0,F,,,,
27.86,0,F,,,,
27.87,0,F,,,,
27.88,0,F,,,,
27.89,0,F,,,,
27.9,0,F,,,,
27.91,0,F,,,,
27.92,0,F,,,,
27.93,0,F,,,,
27.94,0,F,,,,
27.95,0,F,,,,
27.96,0,F,,,,
27.97,0,F,,,,
27.98,0,F,,,,
27.99,0,F,,,,
28,0,F,,,,
28.01,0,F,,,,
28.02,0,F,,,,
28.03,0,F,,,,
28.04,0,F,,,,
28.05,0,F,,,,
28.06,0,F,,,,
28.07,0,F,,,,
28.08,0,F,,,,
28.09,0,F,,,,
28.1,0,F,,,,
28.11,0,F,,,,
28.12,0,F,,,,
28.13,0,F,,,,
28.14,0,F,,,,
28.15,0,F,,,,
28.16,0,F,,,,
28.17,0,F,,,,
28.18,0,F,,,,
28.19,0,F,,,,
28.2,0,F,,,,
28.21,0,F,,,,
28.22,0,F,,,,
28.23,0,F,,,,
28.24,0,F,,,,
28.25,0,F,,,,
28.26,0,F,,,,
28.27,0,F,,,,
28.28,0,F,,,,
28.29,0,F,,,,
28.3,0,F,,,,
28.31,0,F,,,,
28.32,0,F,,,,
28.33,0,F,,,,
28.34,0,F,,,,
28.35,0,F,,,,
28.36,0,F,,,,
28.37,0,F,,,,
28.38,0,F,,,,
28.39,0,F,,,,
28.4,0,F,,,,
28.41,0,F,,,,
28.42,0,F,,,,
28.43,0,F,,,,
28.44,0,F,,,,
28.45,0,F,,,,
28.46,0,F,,,,
28.47,0,F,,,,
28.48,0,F,,,,
28.49,0,F,,,,
28.5,0,F,,,,
28.51,0,F,,,,
28.52,0,F,,,,
28.53,0,F,,,,
28.54,0,F,,,,
28.55,0,F,,,,
28.56,0,F,,,,
28.57,0,F,,,,
28.58,0,F,,,,
28.59,0,F,,,,
28.6,0,F,,,,
28.61,0,F,,,,
28.62,0,F,,,,
28.63,0,F,,,,
28.64,0,F,,,,
28.65,0,F,,,,
28.66,0,F,,,,
28.67,0,F,,,,
28.68,0,F,,,,
28.69,0,F,,,,
28.7,0,F,,,,
28.71,0,F,,,,
28.72,0,F,,,,
28.73,0,F,,,,
28.74,0,F,,,,
28.75,0,F,,,,
28.76,0,F,,,,
28.77,0,F,,,,
28.78,0,F,,,,
28.79,0,F,,,,
28.8,0,F,,,,
28.81,0,F,,,,
28.82,0,F,,,,
28.83,0,F,,,,
28.84,0,F,,,,
28.85,0,F,,,,
28.86,0,F,,,,
28.87,0,F,,,,
28.88,0,F,,,,
28.89,0,F,,,,
28.9,0,F,,,,
28.91,0,F,,,,
28.92,0,F,,,,
28.93,0,F,,,,
28.94,0,F,,,,
28.95,0,F,,,,
28.96,0,F,,,,
28.97,0,F,,,,
28.98,0,F,,,,
28.99,0,F,,,,
29,0,F,,,,
29.01,0,F,,,,
29.02,0,F,,,,
29.03,0,F,,,,
29.04,0,F,,,,
29.05,0,F,,,,
29.06,0,F,,,,
29.07,0,F,,,,
29.08,0,F,,,,
29.09,0,F,,,,
29.1,0,F,,,,
29.11,0,F,,,,
29.12,0,F,,,,
29.13,0,F,,,,
29.14,0,F,,,,
29.15,0,F,,,,
29.16,0,F,,,,
29.17,0,F,,,,
29.18,0,F,,,,
29.19,0,F,,,,
29.2,0,F,,,,
29.21,0,F,,,,
29.22,0,F,,,,
29.23,0,F,,,,
29.24,0,F,,,,
29.25,0,F,,,,
29.26,0,F,,,,
29.27,0,F,,,,
29.28,0,F,,,,
29.29,0,F,,,,
29.3,0,F,,,,
29.31,0,F,,,,
29.32,0,F,,,,
29.33,0,F,,,,
29.34,0,F,,,,
29.35,0,F,,,,
29.36,0,F,,,,
29.37,0,F,,,,
29.38,0,F,,,,
29.39,0,F,,,,
29.4,0,F,,,,
29.41,0,F,,,,
29.42,0,F,,,,
29.43,0,F,,,,
29.44,0,F,,,,
29.45,0,F,,,,
29.46,0,F,,,,
29.47,0,F,,,,
29.48,0,F,,,,
29.49,0,F,,,,
29.5,0,F,,,,
29.51,0,F,,,,
29.52,0,F,,,,
29.53,0,F,,,,
29.54,0,F,,,,
29.55,0,F,,,,
29.56,0,F,,,,
29.57,0,F,,,,
29.58,0,F,,,,
29.59,0,F,,,,
29.6,0,F,,,,
29.61,0,F,,,,
29.62,0,F,,,,
29.63,0,F,,,,
29.64,0,F,,,,
29.65,0,F,,,,
29.66,0,F,,,,
29.67,0,F,,,,
29.68,0,F,,,,
29.69,0,F,,,,
29.7,0,F,,,,
29.71,0,F,,,,
29.72,0,F,,,,
29.73,0,F,,,,
29.74,0,F,,,,
29.75,0,F,,,,
29.76,0,F,,,,
29.77,0,F,,,,
29.78,0,F,,,,
29.79,0,F,,,,
29.8,0,F,,,,
29.81,0,F,,,,
29.82,0,F,,,,
29.83,0,F,,,,
29.84,0,F,,,,
29.85,0,F,,,,
29.86,0,F,,,,
29.87,0,F,,,,
29.88,0,F,,,,
29.89,0,F,,,,
29.9,0,F,,,,
29.91,0,F,,,,
29.92,0,F,,,,
29.93,0,F,,,,
29.94,0,F,,,,
29.95,0,F,,,,
29.96,0,F,,,,
29.97,0,F,,,,
29.98,0,F,,,,
29.99,0,F,,,,
30,0,F,,,,
30.01,0,F,,,,
30.02,0,F,,,,
30.03,0,F,,,,
30.04,0,F,,,,
30.05,0,F,,,,
30.06,0,F,,,,
30.07,0,F,,,,
30.08,0,F,,,,
30.09,0,F,,,,
30.1,0,F,,,,
30.11,0,F,,,,
30.12,0,F,,,,
30.13,0,F,,,,
30.14,0,F,,,,
30.15,0,F,,,,
30.16,0,F,,,,
30.17,0,F,,,,
30.18,0,F,,,,
30.19,0,F,,,,
30.2,0,F,,,,
30.21,0,F,,,,
30.22,0,F,,,,
30.23,0,F,,,,
30.24,0,F,,,,
30.25,0,F,,,,
30.26,0,F,,,,
30.27,0,F,,,,
30.28,0,F,,,,
30.29,0,F,,,,
30.3,0,F,,,,
30.31,0,F,,,,
30.32,0,F,,,,
30.33,0,F,,,,
30.34,0,F,,,,
30.35,0,F,,,,
30.36,0,F,,,,
30.37,0,F,,,,
30.38,0,F,,,,
30.39,0,F,,,,
30.4,0,F,,,,
30.41,0,F,,,,
30.42,0,F,,,,
30.43,0,F,,,,
30.44,0,F,,,,
30.45,0,F,,,,
30.46,0,F,,,,
30.47,0,F,,,,
30.48,0,F,,,,
30.49,0,F,,,,
30.5,0,F,,,,
30.51,0,F,,,,
30.52,0,F,,,,
30.53,0,F,,,,
30.54,0,F,,,,
30.55,0,F,,,,
30.56,0,F,,,,
30.57,0,F,,,,
30.58,0,F,,,,
30.59,0,F,,,,
30.6,0,F,,,,
30.61,0,F,,,,
30.62,0,F,,,,
30.63,0,F,,,,
30.64,0,F,,,,
30.65,0,F,,,,
30.66,0,F,,,,
30.67,0,F,,,,
30.68,0,F,,,,
30.69,0,F,,,,
30.7,0,F,,,,
30.71,0,F,,,,
30.72,0,F,,,,
30.73,0,F,,,,
30.74,0,F,,,,
30.75,0,F,,,,
30.76,0,F,,,,
30.77,0,F,,,,
30.78,0,F,,,,
30.79,0,F,,,,
30.8,0,F,,,,
30.81,0,F,,,,
30.82,0,F,,,,
30.83,0,F,,,,
30.84,0,F,,,,
30.85,0,F,,,,
30.86,0,F,,,,
30.87,0,F,,,,
30.88,0,F,,,,
30.89,0,F,,,,
30.9,0,F,,,,
30.91,0,F,,,,
30.92,0,F,,,,
30.93,0,F,,,,
30.94,0,F,,,,
30.95,0,F,,,,
30.96,0,F,,,,
30.97,0,F,,,,
30.98,0,F,,,,
30.99,0,F,,,,
31,0,F,,,,
31.01,0,F,,,,
31.02,0,F,,,,
31.03,0,F,,,,
31.04,0,F,,,,
31.05,0,F,,,,
31.06,0,F,,,,
31.07,0,F,,,,
31.08,0,F,,,,
31.09,0,F,,,,
31.1,0,F,,,,
31.11,0,F,,,,
31.12,0,F,,,,
31.13,0,F,,,,
31.14,0,F,,,,
31.15,0,F,,,,
31.16,0,F,,,,
31.17,0,F,,,,
31.18,0,F,,,,
31.19,0,F,,,,
31.2,0,F,,,,
31.21,0,F,,,,
31.22,0,F,,,,
31.23,0,F,,,,
31.24,0,F,,,,
31.25,0,F,,,,
31.26,0,F,,,,
31.27,0,F,,,,
31.28,0,F,,,,
31.29,0,F,,,,
31.3,0,F,,,,
31.31,0,F,,,,
31.32,0,F,,,,
31.33,0,F,,,,
31.34,0,F,,,,
31.35,0,F,,,,
31.36,0,F,,,,
31.37,0,F,,,,
31.38,0,F,,,,
31.39,0,F,,,,
31.4,0,F,,,,
31.41,0,F,,,,
31.42,0,F,,,,
31.43,0,F,,,,
31.44,0,F,,,,
31.45,0,F,,,,
31.46,0,F,,,,
31.47,0,F,,,,
31.48,0,F,,,,
31.49,0,F,,,,
31.5,0,F,,,,
31.51,0,F,,,,
31.52,0,F,,,,
31.53,0,F,,,,
31.54,0,F,,,,
31.55,0,F,,,,
31.56,0,F,,,,
31.57,0,F,,,,
31.58,0,F,,,,
31.59,0,F,,,,
31.6,0,F,,,,
31.61,0,F,,,,
31.62,0,F,,,,
31.63,0,F,,,,
31.64,0,F,,,,
31.65,0,F,,,,
31.66,0,F,,,,
31.67,0,F,,,,
31.68,0,F,,,,
31.69,0,F,,,,
31.7,0,F,,,,
31.71,0,F,,,,
31.72,0,F,,,,
31.73,0,F,,,,
31.74,0,F,,,,
31.75,0,F,,,,
31.76,0,F,,,,
31.77,0,F,,,,
31.78,0,F,,,,
31.79,0,F,,,,
31.8,0,F,,,,
31.81,0,F,,,,
31.82,0,F,,,,
31.83,0,F,,,,
31.84,0,F,,,,
31.85,0,F,,,,
31.86,0,F,,,,
31.87,0,F,,,,
31.88,0,F,,,,
31.89,0,F,,,,
31.9,0,F,,,,
31.91,0,F,,,,
31.92,0,F,,,,
31.93,0,F,,,,
31.94,0,F,,,,
31.95,0,F,,,,
31.96,0,F,,,,
31.97,0,F,,,,
31.98,0,F,,,,
31.99,0,F,,,,
32,0,F,,,,
32.01,0,F,,,,
32.02,0,F,,,,
32.03,0,F,,,,
32.04,0,F,,,,
32.05,0,F,,,,
32.06,0,F,,,,
32.07,0,F,,,,
32.08,0,F,,,,
32.09,0,F,,,,
32.1,0,F,,,,
32.11,0,F,,,,
32.12,0,F,,,,
32.13,0,F,,,,
32.14,0,F,,,,
32.15,0,F,,,,
32.16,0,F,,,,
32.17,0,F,,,,
32.18,0,F,,,,
32.19,0,F,,,,
32.2,0,F,,,,
32.21,0,F,,,,
32.22,0,F,,,,
32.23,0,F,,,,
32.24,0,F,,,,
32.25,0,F,,,,
32.26,0,F,,,,
32.27,0,F,,,,
32.28,0,F,,,,
32.29,0,F,,,,
32.3,0,F,,,,
32.31,0,F,,,,
32.32,0,F,,,,
32.33,0,F,,,,
32.34,0,F,,,,
32.35,0,F,,,,
32.36,0,F,,,,
32.37,0,F,,,,
32.38,0,F,,,,
32.39,0,F,,,,
32.4,0,F,,,,
32.41,0,F,,,,
32.42,0,F,,,,
32.43,0,F,,,,
32.44,0,F,,,,
32.45,0,F,,,,
32.46,0,F,,,,
32.47,0,F,,,,
32.48,0,F,,,,
32.49,0,F,,,,
32.5,0,F,,,,
32.51,0,F,,,,
32.52,0,F,,,,
32.53,0,F,,,,
32.54,0,F,,,,
32.55,0,F,,,,
32.56,0,F,,,,
32.57,0,F,,,,
32.58,0,F,,,,
32.59,0,F,,,,
32.6,0,F,,,,
32.61,0,F,,,,
32.62,0,F,,,,
32.63,0,F,,,,
32.64,0,F,,,,
32.65,0,F,,,,
32.66,0,F,,,,
32.67,0,F,,,,
32.68,0,F,,,,
32.69,0,F,,,,
32.7,0,F,,,,
32.71,0,F,,,,
32.72,0,F,,,,
32.73,0,F,,,,
32.74,0,F,,,,
32.75,0,F,,,,
32.76,0,F,,,,
32.77,0,F,,,,
32.78,0,F,,,,
32.79,0,F,,,,
32.8,0,F,,,,
32.81,0,F,,,,
32.82,0,F,,,,
32.83,0,F,,,,
32.84,0,F,,,,
32.85,0,F,,,,
32.86,0,F,,,,
32.87,0,F,,,,
32.88,0,F,,,,
32.89,0,F,,,,
32.9,0,F,,,,
32.91,0,F,,,,
32.92,0,F,,,,
32.93,0,F,,,,
32.94,0,F,,,,
32.95,0,F,,,,
32.96,0,F,,,,
32.97,0,F,,,,
32.98,0,F,,,,
32.99,0,F,,,,
33,0,F,,,,
33.01,0,F,,,,
33.02,0,F,,,,
33.03,0,F,,,,
33.04,0,F,,,,
33.05,0,F,,,,
33.06,0,F,,,,
33.07,0,F,,,,
33.08,0,F,,,,
33.09,0,F,,,,
33.1,0,F,,,,
33.11,0,F,,,,
33.12,0,F,,,,
33.13,0,F,,,,
33.14,0,F,,,,
33.15,0,F,,,,
33.16,0,F,,,,
33.17,0,F,,,,
33.18,0,F,,,,
33.19,0,F,,,,
33.2,0,F,,,,
33.21,0,F,,,,
33.22,0,F,,,,
33.23,0,F,,,,
33.24,0,F,,,,
33.25,0,F,,,,
33.26,0,F,,,,
33.27,0,F,,,,
33.28,0,F,,,,
33.29,0,F,,,,
33.3,0,F,,,,
33.31,0,F,,,,
33.32,0,F,,,,
33.33,0,F,,,,
33.34,0,F,,,,
33.35,0,F,,,,
33.36,0,F,,,,
33.37,0,F,,,,
33.38,0,F,,,,
33.39,0,F,,,,
33.4,0,F,,,,
33.41,0,F,,,,
33.42,0,F,,,,
33.43,0,F,,,,
33.44,0,F,,,,
33.45,0,F,,,,
33.46,0,F,,,,
33.47,0,F,,,,
33.48,0,F,,,,
33.49,0,F,,,,
33.5,0,F,,,,
33.51,0,F,,,,
33.52,0,F,,,,
33.53,0,F,,,,
33.54,0,F,,,,
33.55,0,F,,,,
33.56,0,F,,,,
33.57,0,F,,,,
33.58,0,F,,,,
33.59,0,F,,,,
33.6,0,F,,,,
33.61,0,F,,,,
33.62,0,F,,,,
33.63,0,F,,,,
33.64,0,F,,,,
33.65,0,F,,,,
33.66,0,F,,,,
33.67,0,F,,,,
33.68,0,F,,,,
33.69,0,F,,,,
33.7,0,F,,,,
33.71,0,F,,,,
33.72,0,F,,,,
33.73,0,F,,,,
33.74,0,F,,,,
33.75,0,F,,,,
33.76,0,F,,,,
33.77,0,F,,,,
33.78,0,F,,,,
33.79,0,F,,,,
33.8,0,F,,,,
33.81,0,F,,,,
33.82,0,F,,,,
33.83,0,F,,,,
33.84,0,F,,,,
33.85,0,F,,,,
33.86,0,F,,,,
33.87,0,F,,,,
33.88,0,F,,,,
33.89,0,F,,,,
33.9,0,F,,,,
33.91,0,F,,,,
33.92,0,F,,,,
33.93,0,F,,,,
33.94,0,F,,,,
33.95,0,F,,,,
33.96,0,F,,,,
33.97,0,F,,,,
33.98,0,F,,,,
33.99,0,F,,,,
34,0,F,,,,
34.01,0,F,,,,
34.02,0,F,,,,
34.03,0,F,,,,
34.04,0,F,,,,
34.05,0,F,,,,
34.06,0,F,,,,
34.07,0,F,,,,
34.08,0,F,,,,
34.09,0,F,,,,
34.1,0,F,,,,
34.11,0,F,,,,
34.12,0,F,,,,
34.13,0,F,,,,
34.14,0,F,,,,
34.15,0,F,,,,
34.16,0,F,,,,
34.17,0,F,,,,
34.18,0,F,,,,
34.19,0,F,,,,
34.2,0,F,,,,
34.21,0,F,,,,
34.22,0,F,,,,
34.23,0,F,,,,
34.24,0,F,,,,
34.25,0,F,,,,
34.26,0,F,,,,
34.27,0,F,,,,
34.28,0,F,,,,
34.29,0,F,,,,
34.3,0,F,,,,
34.31,0,F,,,,
34.32,0,F,,,,
34.33,0,F,,,,
34.34,0,F,,,,
34.35,0,F,,,,
34.36,0,F,,,,
34.37,0,F,,,,
34.38,0,F,,,,
34.39,0,F,,,,
34.4,0,F,,,,
34.41,0,F,,,,
34.42,0,F,,,,
34.43,0,F,,,,
34.44,0,F,,,,
34.45,0,F,,,,
34.46,0,F,,,,
34.47,0,F,,,,
34.48,0,F,,,,
34.49,0,F,,,,
34.5,0,F,,,,
34.51,0,F,,,,
34.52,0,F,,,,
34.53,0,F,,,,
34.54,0,F,,,,
34.55,0,F,,,,
34.56,0,F,,,,
34.57,0,F,,,,
34.58,0,F,,,,
34.59,0,F,,,,
34.6,0,F,,,,
34.61,0,F,,,,
34.62,0,F,,,,
34.63,0,F,,,,
34.64,0,F,,,,
34.65,0,F,,,,
34.66,0,F,,,,
34.67,0,F,,,,
34.68,0,F,,,,
34.69,0,F,,,,
34.7,0,F,,,,
34.71,0,F,,,,
34.72,0,F,,,,
34.73,0,F,,,,
34.74,0,F,,,,
34.75,0,F,,,,
34.76,0,F,,,,
34.77,0,F,,,,
34.78,0,F,,,,
34.79,0,F,,,,
34.8,0,F,,,,
34.81,0,F,,,,
34.82,0,F,,,,
34.83,0,F,,,,
34.84,0,F,,,,
34.85,0,F,,,,
34.86,0,F,,,,
34.87,0,F,,,,
34.88,0,F,,,,
34.89,0,F,,,,
34.9,0,F,,,,
34.91,0,F,,,,
34.92,0,F,,,,
34.93,0,F,,,,
34.94,0,F,,,,
34.95,0,F,,,,
34.96,0,F,,,,
34.97,0,F,,,,
